Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
525000,3.4189205,-0.121024504,69.67142857142858,0.17468981,0.28802657,0.00026864352,0.18954784,0.00044878438,0.14285714285714285,0.14285714285714285,1.0
530000,3.4189382,0.1578229,69.12162162162163,0.011839734,0.2705472,0.00026834937,0.18944979,0.0004483039,0.13043478260869565,0.13043478260869565,1.0
535000,3.4189382,0.18089907,69.8082191780822,0.06763733,0.2606488,0.00026804744,0.18934916,0.00044781083,0.13333333333333333,0.13333333333333333,1.0
540000,3.4189382,0.43967354,69.31428571428572,0.32053635,0.2644266,0.00026775224,0.18925075,0.0004473286,0.14084507042253522,0.14084507042253522,1.0
545000,3.4189384,-0.258233,69.46376811594203,0.06029033,0.27261144,0.0002674508,0.18915027,0.00044683638,0.125,0.125,1.0
550000,3.4189384,0.51922286,69.35714285714286,0.25147572,0.25962958,0.00026715075,0.18905026,0.0004463462,0.14285714285714285,0.14285714285714285,1.0
555000,3.4189377,0.2004209,69.66197183098592,0.0052799177,0.2592585,0.0002668467,0.1889489,0.00044584955,0.1527777777777778,0.1527777777777778,1.0
560000,3.4189382,-1.6461039,69.44285714285714,1.0255024,0.27922767,0.0002665443,0.1888481,0.00044535566,0.14285714285714285,0.14285714285714285,1.0
565000,3.4189382,-0.27251875,69.33823529411765,0.029384559,0.2555891,0.00026624862,0.18874952,0.00044487268,0.11764705882352941,0.11764705882352941,1.0
570000,3.4189382,0.7772,70.078125,0.19731736,0.270499,0.00026595072,0.18865024,0.00044438613,0.14285714285714285,0.14285714285714285,1.0
575000,3.4189384,0.43083724,69.85897435897436,0.118695445,0.28251857,0.00026565389,0.18855129,0.0004439013,0.06756756756756757,0.06756756756756757,1.0
580000,3.4189382,-0.7784411,68.3943661971831,0.47935236,0.2850634,0.00026535365,0.18845122,0.0004434109,0.027777777777777776,0.027777777777777776,1.0
585000,3.4189382,-0.42832777,68.08450704225352,0.07190649,0.28572905,0.00026505935,0.1883531,0.0004429302,0.06944444444444445,0.06944444444444445,1.0
590000,3.418938,-0.28213298,68.02777777777777,0.028079502,0.283666,0.00026474742,0.18824911,0.00044242074,0.0684931506849315,0.0684931506849315,1.0
595000,3.4189384,-0.44537342,68.29166666666667,0.28985423,0.28851286,0.00026444113,0.18814701,0.00044192048,0.0821917808219178,0.0821917808219178,1.0
600000,3.4189382,0.038592733,68.15384615384616,0.23849948,0.27317777,0.00026414686,0.18804894,0.0004414398,0.05714285714285714,0.05714285714285714,1.0
605000,3.4189382,0.09857131,68.30985915492958,0.0031962583,0.28479055,0.00026385268,0.1879509,0.00044095935,0.07042253521126761,0.07042253521126761,1.0
610000,3.4189384,0.4090467,68.26666666666667,0.1383505,0.31802464,0.00026355093,0.1878503,0.00044046645,0.07042253521126761,0.07042253521126761,1.0
615000,3.4189382,-0.3833529,68.6056338028169,0.06238096,0.42308873,0.00026324455,0.18774816,0.00043996604,0.05333333333333334,0.05333333333333334,1.0
620000,3.4189382,-0.4145171,67.98571428571428,0.050670996,0.27171427,0.00026295413,0.18765135,0.0004394917,0.06944444444444445,0.06944444444444445,1.0
625000,3.418938,1.4149735,68.59154929577464,0.6038125,0.2589226,0.00026265168,0.18755057,0.00043899773,0.06756756756756757,0.06756756756756757,1.0
630000,3.4189382,-0.2635113,68.15277777777777,0.06206951,0.29972795,0.00026234702,0.18744901,0.00043850014,0.06944444444444445,0.06944444444444445,1.0
635000,3.4189384,0.07921132,68.09859154929578,0.018464379,0.30230388,0.00026204696,0.18734898,0.00043801003,0.07042253521126761,0.07042253521126761,1.0
640000,3.4189382,0.20242482,68.12676056338029,0.038013052,0.2607392,0.0002617358,0.18724526,0.00043750176,0.07042253521126761,0.07042253521126761,1.0
645000,3.4189382,0.12380494,68.17567567567568,0.082625695,0.27425075,0.00026143366,0.18714456,0.00043700825,0.07042253521126761,0.07042253521126761,1.0
650000,3.4189382,0.07775567,68.21428571428571,0.058838274,0.28100806,0.00026114413,0.18704803,0.0004365353,0.06578947368421052,0.06578947368421052,1.0
655000,3.4189382,-0.7744996,68.15492957746478,0.1784842,0.27047154,0.0002608498,0.18694994,0.00043605466,0.06944444444444445,0.06944444444444445,1.0
660000,3.4189382,0.21351755,68.01408450704226,0.06085284,0.2683797,0.00026055583,0.18685192,0.0004355745,0.0684931506849315,0.0684931506849315,1.0
665000,3.418938,-0.65164346,68.18055555555556,0.33293965,0.32009864,0.00026025323,0.18675108,0.0004350803,0.0821917808219178,0.0821917808219178,1.0
670000,3.4189382,-1.1525393,68.04166666666667,0.17365676,0.27048874,0.00025994302,0.18664767,0.00043457354,0.06944444444444445,0.06944444444444445,1.0
