Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
555000,3.4189384,0.07863875,77.0,0.14210238,0.31303793,0.00026684615,0.18894872,0.00044584868,0.15942028985507245,0.15942028985507245,1.0
560000,3.4189382,0.071833625,69.0,0.07086748,0.26685333,0.00026655145,0.18885049,0.0004453673,0.14084507042253522,0.14084507042253522,1.0
565000,3.4189382,0.04676027,69.0,0.0625695,0.26903108,0.00026624868,0.18874957,0.00044487283,0.14285714285714285,0.14285714285714285,1.0
570000,3.4189382,-0.04153576,68.91780821917808,0.11478676,0.2639564,0.00026595112,0.18865037,0.0004443868,0.14084507042253522,0.14084507042253522,1.0
575000,3.4189382,0.02960308,69.1875,0.0796415,0.2840775,0.00026565624,0.18855207,0.00044390518,0.14925373134328357,0.14925373134328357,1.0
580000,3.4189382,0.063133895,69.25806451612904,0.087932855,0.29620495,0.00026535112,0.18845037,0.0004434068,0.15625,0.15625,1.0
585000,3.4189382,0.046956684,74.14754098360656,0.20939995,0.2853208,0.00026504797,0.18834934,0.00044291167,0.16129032258064516,0.16129032258064516,1.0
590000,3.4189384,0.09352725,69.59322033898304,0.0075365915,0.27765483,0.00026475714,0.18825237,0.00044243658,0.1864406779661017,0.1864406779661017,1.0
595000,3.4189382,0.056580164,69.33333333333333,0.15920663,0.28545976,0.00026445015,0.18815005,0.00044193515,0.1724137931034483,0.1724137931034483,1.0
600000,3.4189384,0.201552,77.03846153846153,0.19882073,0.26960516,0.0002641466,0.18804885,0.00044143945,0.18518518518518517,0.18518518518518517,1.0
605000,3.4189382,-0.18844604,96.38181818181818,0.1801979,0.25043428,0.00026384942,0.1879498,0.000440954,0.18518518518518517,0.18518518518518517,1.0
610000,3.4189382,0.85045,183.53333333333333,0.31115833,0.34326252,0.00026354333,0.18784776,0.00044045405,0.9782608695652174,0.9782608695652174,1.0
615000,3.4189382,0.5145732,80.16666666666667,0.6473828,0.28241163,0.0002632434,0.18774779,0.00043996423,1.0,1.0,1.0
620000,3.4189382,0.766599,80.16129032258064,0.049926594,0.26660264,0.00026294772,0.18764922,0.0004394813,1.0,1.0,1.0
625000,3.4189382,0.74487096,80.16666666666667,0.16280678,0.33190656,0.00026264956,0.18754986,0.00043899426,1.0,1.0,1.0
630000,3.4189382,0.695558,80.15873015873017,0.63949126,0.3393343,0.00026235086,0.18745029,0.0004385064,1.0,1.0,1.0
635000,3.4189377,0.82151246,80.1639344262295,0.37331027,0.32431826,0.00026204932,0.18734977,0.00043801384,1.0,1.0,1.0
640000,3.4189384,2.2094915,80.21428571428571,3.3055627,0.31165823,0.00026174544,0.18724847,0.00043751748,1.0,1.0,1.0
645000,3.4189382,-0.06942604,99.29268292682927,0.16243179,0.28062612,0.00026143942,0.18714646,0.00043701765,0.24390243902439024,0.24390243902439024,1.0
650000,3.4189382,0.3077378,82.76363636363637,0.07245871,0.2572515,0.00026114722,0.18704906,0.00043654037,0.18181818181818182,0.18181818181818182,1.0
655000,3.4189382,0.09762591,72.81481481481481,0.11290853,0.30925563,0.00026085114,0.18695037,0.0004360568,0.18181818181818182,0.18181818181818182,1.0
660000,3.4189382,-0.10454316,75.31481481481481,0.094132364,0.2882715,0.00026055126,0.18685041,0.00043556697,0.18181818181818182,0.18181818181818182,1.0
665000,3.4189382,-0.0062467232,69.5925925925926,0.14990892,0.25198677,0.0002602495,0.18674983,0.00043507418,0.19298245614035087,0.19298245614035087,1.0
670000,3.4189382,0.16370161,205.45945945945945,0.0881259,0.28493834,0.00025995407,0.18665135,0.00043459155,0.32432432432432434,0.32432432432432434,1.0
675000,3.4189384,0.6819546,153.93548387096774,0.14733136,0.32414398,0.00025964947,0.18654981,0.00043409414,0.8387096774193549,0.8387096774193549,1.0
680000,3.4189382,0.16229798,117.47916666666667,0.15212597,0.28990763,0.00025935384,0.18645127,0.00043361122,0.19148936170212766,0.19148936170212766,1.0
685000,3.4189384,-0.043266658,71.45652173913044,0.024906991,0.31320736,0.0002590526,0.18635085,0.0004331192,0.23404255319148937,0.23404255319148937,1.0
690000,3.4189382,0.18028308,107.69491525423729,0.060340486,0.2650051,0.00025874842,0.18624948,0.00043262236,0.17543859649122806,0.17543859649122806,1.0
695000,3.4189382,0.21834007,69.8,0.09436125,0.24835895,0.00025844527,0.18614842,0.00043212727,0.19230769230769232,0.19230769230769232,1.0
700000,3.4189382,0.11542461,108.94117647058823,0.052011468,0.34892276,0.0002581487,0.18604957,0.00043164284,0.21153846153846154,0.21153846153846154,1.0
705000,3.4189384,0.09648134,69.15384615384616,0.06851136,0.31124756,0.0002578522,0.18595071,0.0004311586,0.15151515151515152,0.15151515151515152,1.0
710000,3.4189382,0.031708933,69.45614035087719,0.08146581,0.7385581,0.0002575506,0.18585019,0.00043066585,0.17543859649122806,0.17543859649122806,1.0
715000,3.4189384,-0.013900006,74.65517241379311,0.17078716,0.29580185,0.00025725004,0.18575001,0.000430175,0.1724137931034483,0.1724137931034483,1.0
720000,3.4189382,0.12660792,70.0,0.0046880674,0.28407544,0.00025695152,0.1856505,0.00042968738,0.1694915254237288,0.1694915254237288,1.0
725000,3.4189382,0.18056427,69.37288135593221,0.2517306,0.2935052,0.00025664945,0.18554981,0.00042919407,0.1694915254237288,0.1694915254237288,1.0
730000,3.4189382,0.074533135,92.98461538461538,0.01341581,0.29748914,0.00025635216,0.18545069,0.0004287085,0.15384615384615385,0.15384615384615385,1.0
735000,3.4189382,-0.09202588,72.2280701754386,0.06734738,0.31343976,0.00025604968,0.18534988,0.00042821435,0.19298245614035087,0.19298245614035087,1.0
740000,3.4189382,-0.0063139624,80.89655172413794,0.05520329,0.2686097,0.0002557467,0.1852489,0.00042771955,0.1694915254237288,0.1694915254237288,1.0
745000,3.4189384,0.25947517,74.36507936507937,0.25221282,0.2860504,0.0002554501,0.18515004,0.0004272352,0.15873015873015872,0.15873015873015872,1.0
750000,3.4189382,0.026515974,69.1875,0.07227625,0.2980734,0.00025515002,0.18505,0.00042674493,0.15151515151515152,0.15151515151515152,1.0
755000,3.4189384,-0.07927563,70.12307692307692,0.050894573,0.27461573,0.00025484856,0.18494953,0.00042625266,0.15384615384615385,0.15384615384615385,1.0
760000,3.4189382,-0.08426711,69.1875,0.0539577,0.33925295,0.00025455042,0.18485013,0.0004257656,0.15625,0.15625,1.0
765000,3.4189382,0.22183602,69.28358208955224,0.0492142,0.26028082,0.00025424673,0.18474889,0.00042526957,0.16666666666666666,0.16666666666666666,1.0
770000,3.4189382,0.085484885,69.1875,0.076445475,0.2504337,0.00025395132,0.18465044,0.00042478708,0.15384615384615385,0.15384615384615385,1.0
775000,3.4189384,0.08449249,69.12121212121212,0.03038893,0.27443707,0.00025365007,0.18455002,0.00042429505,0.15151515151515152,0.15151515151515152,1.0
780000,3.4189382,-0.114262976,69.1875,0.052490305,0.28375694,0.00025335597,0.18445198,0.0004238147,0.15625,0.15625,1.0
785000,3.4189384,0.07655995,70.37878787878788,0.08721224,0.26242256,0.00025305047,0.18435013,0.00042331565,0.15151515151515152,0.15151515151515152,1.0
790000,3.4189382,0.1258874,71.1774193548387,0.002620128,0.27839422,0.00025274535,0.18424843,0.00042281736,0.16129032258064516,0.16129032258064516,1.0
795000,3.4189382,-0.27214327,318.31111111111113,0.22776242,0.30607286,0.00025245073,0.18415025,0.00042233616,0.36363636363636365,0.36363636363636365,1.0
800000,3.4189384,0.86520123,88.62903225806451,0.1471414,0.28242478,0.0002521503,0.18405008,0.00042184544,1.0,1.0,1.0
805000,3.4189382,1.0614266,80.16129032258064,0.16823459,0.27791893,0.00025185,0.18394999,0.00042135498,1.0,1.0,1.0
810000,3.4189382,0.649504,97.07142857142857,0.09623636,0.3166435,0.0002515598,0.18385325,0.00042088094,1.0,1.0,1.0
815000,3.4189384,0.34815958,146.84,0.0655455,0.31349087,0.00025125485,0.18375161,0.00042038286,0.5769230769230769,0.5769230769230769,1.0
820000,3.4189384,0.054486446,113.61111111111111,0.13628207,0.3226235,0.0002509544,0.18365148,0.0004198922,0.2857142857142857,0.2857142857142857,1.0
825000,3.4189382,0.14524384,239.29166666666666,0.012557089,0.28183237,0.0002506468,0.18354893,0.00041938972,0.56,0.56,1.0
830000,3.4189382,0.31463227,137.47368421052633,0.043651804,0.29477337,0.00025035223,0.18345074,0.0004189086,0.5897435897435898,0.5897435897435898,1.0
835000,3.4189382,0.6242765,151.5952380952381,0.03528954,0.30178016,0.00025004882,0.18334961,0.000418413,1.0,1.0,1.0
840000,3.4189382,0.76407194,83.96428571428571,0.03312119,0.3034562,0.00024976986,0.18325661,0.00041795743,1.0,1.0,1.0
845000,3.4189384,2.3184655,80.15151515151516,3.466049,0.2826459,0.00024945202,0.18315068,0.00041743828,1.0,1.0,1.0
