Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
3400000,3.2179925,0.7424067,82.55,0.9749333520730337,0.9749333520730337,5.9969512e-05,0.24955475,0.00019807387,0.16602461,0.00033352058,1.0
3405000,3.2121975,0.74828124,82.2,0.9750333547592163,0.9750333547592163,0.00021968232,0.23804867,0.00019792383,0.16597459,0.0003332755,1.0
3410000,3.2118952,0.74591714,82.18333333333334,0.9750492006051735,0.9750492006051735,5.4375636e-05,0.24707142,0.00019777412,0.1659247,0.00033303097,1.0
3415000,3.213327,0.7423725,82.08333333333333,0.9750833551088969,0.9750833551088969,0.00010589169,0.23863825,0.00019762441,0.16587481,0.00033278647,1.0
3420000,3.2185702,0.7442004,82.03333333333333,0.9750833561023077,0.9750833561023077,4.415187e-05,0.24323876,0.00019747493,0.16582496,0.0003325423,1.0
3425000,3.2193322,0.74267274,82.06666666666666,0.9750833551088969,0.9750833551088969,4.5286113e-05,0.25055966,0.00019732544,0.16577514,0.00033229814,1.0
3430000,3.2174375,0.74247015,82.23333333333333,0.9750333537658056,0.9750333537658056,2.720991e-05,0.23983264,0.0001971758,0.16572526,0.0003320537,1.0
3435000,3.2162256,0.7438209,82.35,0.9749833524227143,0.9749833524227143,2.2723701e-05,0.24372354,0.0001970259,0.16567528,0.0003318089,1.0
3440000,3.2164447,0.7434129,82.31666666666666,0.9750166863203049,0.9750166863203049,2.5142852e-05,0.23691313,0.00019687582,0.16562526,0.00033156373,1.0
3445000,3.2128198,0.74081063,82.56666666666666,0.9749166836341222,0.9749166836341222,2.9467003e-05,0.23487261,0.00019672576,0.16557524,0.00033131865,1.0
3450000,3.2020414,0.74130684,82.71666666666667,0.9749000171820322,0.9749000171820322,2.8169303e-05,0.2451419,0.00019657519,0.16552505,0.00033107275,1.0
3455000,3.1942525,0.7440044,82.28333333333333,0.9750000208616256,0.9750000208616256,1.591744e-05,0.2478718,0.00019642469,0.16547488,0.0003308269,1.0
3460000,3.185797,0.74477386,82.2,0.9750500231981277,0.9750500231981277,1.3853025e-05,0.2382725,0.00019627498,0.16542499,0.00033058235,1.0
3465000,3.1778543,0.7456085,82.16666666666667,0.9750500212113062,0.9750500212113062,1.1812371e-05,0.23843858,0.0001961252,0.16537505,0.00033033776,1.0
3470000,3.169871,0.74288327,81.34426229508196,0.9261147751182807,0.9261147751182807,0.024718404,0.23689917,0.00019597574,0.16532524,0.00033009358,1.0
3475000,3.1677601,0.7450026,82.06666666666666,0.9750833561023077,0.9750833561023077,1.5658035e-05,0.24701121,0.0001958262,0.16527538,0.00032984937,1.0
3480000,3.1689458,0.7443191,82.11666666666666,0.9750666886568069,0.9750666886568069,1.1297607e-05,0.2379863,0.0001956766,0.16522554,0.00032960504,1.0
3485000,3.1697934,0.7431891,82.41666666666667,0.974966686964035,0.974966686964035,1.5326277e-05,0.25264442,0.0001955267,0.16517554,0.00032936013,1.0
3490000,3.1714745,0.7437822,82.2,0.9750500231981277,0.9750500231981277,1.4624593e-05,0.24196525,0.00019537676,0.16512558,0.00032911528,1.0
3495000,3.1697896,0.74269086,82.06557377049181,0.9750666896502177,0.9750666896502177,9.944147e-06,0.24492773,0.00019522525,0.16507506,0.0003288678,1.0
3500000,3.1683872,0.7449004,82.05,0.9750983832312412,0.9750983832312412,9.340348e-06,0.24258325,0.00019507392,0.16502462,0.00032862066,1.0
3505000,3.1639442,0.74333686,82.15,0.9750500212113062,0.9750500212113062,1.07335745e-05,0.2444653,0.00019492433,0.16497476,0.00032837634,1.0
3510000,3.1600592,0.7439157,82.01666666666667,0.9751000225543975,0.9751000225543975,9.971263e-06,0.24213398,0.00019477477,0.1649249,0.00032813204,1.0
3515000,3.1581562,0.7446163,82.01666666666667,0.9750833551088969,0.9750833551088969,6.613186e-06,0.24011621,0.00019462533,0.1648751,0.00032788794,1.0
3520000,3.1634548,0.7435683,82.01639344262296,0.9751000225543975,0.9751000225543975,1.04179435e-05,0.24080324,0.00019447591,0.16482529,0.00032764388,1.0
3525000,3.163198,0.7447807,82.01666666666667,0.9750983832312412,0.9750983832312412,6.8923778e-06,0.2406539,0.00019432462,0.16477485,0.00032739676,1.0
3530000,3.1669033,0.7430579,82.0,0.9751000225543975,0.9751000225543975,8.739831e-06,0.23226209,0.00019417334,0.16472442,0.0003271497,1.0
3535000,3.162287,0.74327564,82.03333333333333,0.9750833561023077,0.9750833561023077,7.676836e-06,0.24614856,0.0001940239,0.16467461,0.00032690557,1.0
3540000,3.157476,0.74550664,82.0,0.9751000225543975,0.9751000225543975,7.18405e-06,0.2419308,0.00019387447,0.16462481,0.00032666154,1.0
3545000,3.1529555,0.7418468,82.11475409836065,0.9750666896502177,0.9750666896502177,9.689674e-06,0.24474749,0.000193725,0.16457498,0.0003264174,1.0
3550000,3.1441188,0.7399451,81.25,0.9261475645127843,0.9261475645127843,0.024285747,0.24159837,0.00019357551,0.16452515,0.00032617323,1.0
3555000,3.1452339,0.73572165,82.18032786885246,0.925033351778984,0.925033351778984,0.02974486,0.24151084,0.00019342595,0.16447529,0.00032592897,1.0
3560000,3.1449401,0.7422526,82.28333333333333,0.9750333527723948,0.9750333527723948,7.876426e-05,0.24495304,0.00019327624,0.1644254,0.00032568444,1.0
3565000,3.1430883,0.74544305,82.1,0.9750655938367374,0.9750655938367374,1.6732072e-05,0.24476805,0.00019312455,0.16437483,0.00032543665,1.0
3570000,3.1370707,0.74441135,82.0,0.9751000225543975,0.9751000225543975,1.208457e-05,0.23875666,0.00019297321,0.16432439,0.0003251895,1.0
3575000,3.1362848,0.7442261,82.01666666666667,0.9750833561023077,0.9750833561023077,6.4880232e-06,0.24761227,0.00019282379,0.16427459,0.00032494543,1.0
3580000,3.132596,0.74361324,82.01666666666667,0.9751000225543975,0.9751000225543975,1.6071486e-05,0.24277373,0.00019267437,0.16422477,0.00032470134,1.0
3585000,3.1315317,0.74269235,82.01639344262296,0.9751000225543975,0.9751000225543975,1.6989638e-05,0.24716318,0.00019252495,0.16417497,0.00032445733,1.0
3590000,3.1324956,0.7461656,82.0,0.9750983832312412,0.9750983832312412,6.4010733e-06,0.24035521,0.00019237552,0.16412516,0.00032421324,1.0
3595000,3.127701,0.74475455,82.0,0.9751000225543975,0.9751000225543975,9.110857e-06,0.24962744,0.00019222611,0.16407536,0.00032396923,1.0
3600000,3.1285892,0.7441681,82.0,0.9751000225543975,0.9751000225543975,1.0905425e-05,0.24188013,0.00019207671,0.16402556,0.00032372522,1.0
3605000,3.1242049,0.7436509,82.01639344262296,0.9750833561023077,0.9750833561023077,8.280666e-06,0.24709022,0.00019192543,0.16397512,0.0003234781,1.0
3610000,3.1208696,0.7469644,82.0,0.9751147764628051,0.9751147764628051,7.166543e-06,0.2483563,0.00019177415,0.1639247,0.000323231,1.0
3615000,3.1239636,0.7440927,82.0,0.9751000225543975,0.9751000225543975,5.346773e-06,0.23071492,0.00019162477,0.1638749,0.000322987,1.0
3620000,3.1231282,0.7444292,82.01666666666667,0.9750833561023077,0.9750833561023077,7.996108e-06,0.23982494,0.00019147535,0.16382511,0.00032274297,1.0
3625000,3.1234193,0.73922306,81.22950819672131,0.9261475645127843,0.9261475645127843,0.024696533,0.2536152,0.0001913261,0.16377535,0.00032249917,1.0
3630000,3.1249247,0.7444288,82.0,0.9751000225543975,0.9751000225543975,5.1137563e-06,0.23383813,0.00019117669,0.16372555,0.00032225516,1.0
3635000,3.1181786,0.7433203,82.04918032786885,0.9751000225543975,0.9751000225543975,3.2413773e-06,0.23653735,0.00019102536,0.16367511,0.00032200804,1.0
3640000,3.1146257,0.74594295,82.01666666666667,0.9750819899996773,0.9750819899996773,4.661917e-06,0.23926115,0.00019087407,0.16362467,0.00032176086,1.0
3645000,3.1121879,0.74522084,82.0,0.9751000225543975,0.9751000225543975,4.8424617e-06,0.24567947,0.00019072465,0.16357486,0.00032151683,1.0
3650000,3.108007,0.7442916,82.03333333333333,0.9751000215609869,0.9751000215609869,6.5464437e-06,0.23688526,0.00019057519,0.16352504,0.0003212727,1.0
3655000,3.1081266,0.7446447,82.05,0.9750833561023077,0.9750833561023077,8.7425105e-06,0.24656157,0.00019042574,0.16347523,0.00032102858,1.0
3660000,3.1130586,0.7439301,82.0,0.9751000225543975,0.9751000225543975,4.9638484e-06,0.23772335,0.00019027627,0.16342542,0.00032078451,1.0
3665000,3.1165504,0.74570066,82.0,0.9750983832312412,0.9750983832312412,1.1301738e-05,0.24468023,0.00019012502,0.16337499,0.00032053742,1.0
