Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
300000,0.9022535,215.68,-0.018512387,-0.06504000172019005,-0.06504000172019005,0.0017817918,0.23510604,0.00029107646,0.19702548,0.0004854248,1.0
305000,0.9001437,127.4375,-0.021045925,-0.03850000159582123,-0.03850000159582123,4.8778526e-05,0.24984531,0.0002909258,0.19697526,0.00048517875,1.0
310000,0.902586,None,0.0013002016,None,None,1.0230685e-05,0.24424693,0.00029077564,0.1969252,0.0004849335,1.0
315000,0.8847669,None,-0.0021951823,None,None,4.62276e-06,0.25407642,0.0002906259,0.19687527,0.00048468894,1.0
320000,0.8748666,13417.0,-0.048964284,-4.026000022888184,-4.026000022888184,0.07092389,0.24615116,0.00029047643,0.19682549,0.00048444487,1.0
325000,0.869541,391.6842105263158,-0.022845453,-0.11778947671777323,-0.11778947671777323,0.00485132,0.2435564,0.0002903272,0.19677572,0.00048420107,1.0
330000,0.8580522,326.6666666666667,-0.04300911,-0.0983333391447862,-0.0983333391447862,0.00027096755,0.241519,0.00029017692,0.19672562,0.00048395558,1.0
335000,0.84523666,2198.0,-0.0075718737,-0.6595000475645065,-0.6595000475645065,0.0020991915,0.24837437,0.0002900264,0.19667546,0.0004837098,1.0
340000,0.849828,None,-0.0018627571,None,None,3.903001e-06,0.25122777,0.00028987566,0.19662522,0.00048346355,1.0
345000,0.83780813,8011.0,-0.028268453,-4.404000282287598,-4.404000282287598,0.03171424,0.23790711,0.0002897257,0.19657522,0.00048321864,1.0
350000,0.84071404,None,-0.0020969238,None,None,2.0135808e-06,0.24733658,0.00028957578,0.19652526,0.0004829737,1.0
355000,0.82337844,4115.666666666667,-0.038530357,-2.5683333476384482,-2.5683333476384482,0.13304856,0.24273902,0.0002894264,0.19647546,0.00048272975,1.0
