Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
1300000,3.418938,56.56603773584906,-0.47446802,-0.7340754747812478,-0.7340754747812478,0.12918875,0.23846336,0.0002610463,0.18701546,0.00043637567,1.0
1305000,3.4189377,59.8876404494382,-0.43685502,-0.9292222354147169,-0.9292222354147169,0.12181684,0.24649787,0.00026092597,0.18697533,0.0004361791,1.0
1310000,3.4189382,62.85333333333333,-0.3733298,-0.7124800059944392,-0.7124800059944392,0.08269144,0.23353092,0.00026077474,0.1869249,0.00043593204,1.0
1315000,3.4189382,58.56410256410256,-0.26708156,-0.7190909181515892,-0.7190909181515892,0.07473887,0.23901436,0.00026062457,0.18687487,0.0004356868,1.0
1320000,3.4189384,68.6,-0.2687816,-0.5404675323032326,-0.5404675323032326,0.05326833,0.24993935,0.00026047457,0.18682484,0.0004354418,1.0
1325000,3.4189382,73.1,-0.25101084,-0.5079285837709904,-0.5079285837709904,0.10752162,0.25344387,0.00026032314,0.18677437,0.0004351944,1.0
1330000,3.4189382,68.77464788732394,-0.57128763,-0.7815070481524921,-0.7815070481524921,0.13389654,0.23883346,0.00026017457,0.18672486,0.00043495177,1.0
1335000,3.4189382,63.84722222222222,-0.27940172,-0.6770000015831974,-0.6770000015831974,0.090638,0.24730001,0.0002600269,0.18667562,0.00043471053,1.0
1340000,3.4189382,63.38356164383562,-0.3168452,-0.6859861184428964,-0.6859861184428964,0.03696588,0.23830141,0.00025987488,0.18662496,0.0004344623,1.0
1345000,3.4189377,71.82894736842105,-0.36191666,-0.6452857217231354,-0.6452857217231354,0.098909386,0.24454884,0.00025972797,0.186576,0.0004342223,1.0
1350000,3.4189382,62.825,-0.31933132,-0.6439500074833632,-0.6439500074833632,0.015863253,0.24594383,0.00025957625,0.18652542,0.00043397452,1.0
1355000,3.4189384,37.857142857142854,-0.7426376,-1.1993515778012807,-1.1993515778012807,0.0394477,0.24652597,0.0002594282,0.18647608,0.00043373284,1.0
1360000,3.4189384,58.06944444444444,-0.31453237,-0.7676805699916763,-0.7676805699916763,0.09405128,0.23745775,0.00025927695,0.18642563,0.0004334856,1.0
1365000,3.4189382,70.50769230769231,-0.3384809,-0.6272424322016763,-0.6272424322016763,0.06334424,0.23966327,0.00025912697,0.18637568,0.0004332407,1.0
1370000,3.4189382,77.48484848484848,-0.33263984,-0.6296363745562055,-0.6296363745562055,0.047052883,0.24905151,0.0002589745,0.18632482,0.00043299163,1.0
1375000,3.4189382,69.58461538461539,-0.2450852,-0.6464218837791122,-0.6464218837791122,0.05317924,0.23691127,0.00025882196,0.18627399,0.00043274244,1.0
1380000,3.4189382,58.15714285714286,-0.40995893,-0.9754647994545144,-0.9754647994545144,0.116597496,0.24219199,0.00025867354,0.1862245,0.00043250012,1.0
1385000,3.4189382,48.62352941176471,-0.59312993,-1.0380000141557566,-1.0380000141557566,0.10113233,0.24986057,0.0002585256,0.18617521,0.00043225847,1.0
1390000,3.4189384,73.92307692307692,-0.36027825,-0.8686282180058651,-0.8686282180058651,0.0839236,0.2395781,0.00025837473,0.18612488,0.00043201196,1.0
1395000,3.4189382,56.110169491525426,-0.69787544,-1.1866949265664917,-1.1866949265664917,0.096916385,0.24569981,0.00025822525,0.18607509,0.00043176787,1.0
1400000,3.4189384,55.21111111111111,-0.4517552,-1.0611222312061324,-1.0611222312061324,0.14480382,0.22950546,0.00025807705,0.18602566,0.0004315258,1.0
1405000,3.4189382,57.724137931034484,-0.50914526,-1.0174302575286738,-1.0174302575286738,0.124777615,0.24460796,0.00025792612,0.18597534,0.0004312792,1.0
1410000,3.4189382,59.03896103896104,-0.60378695,-0.9044304008631012,-0.9044304008631012,0.06959802,0.24442317,0.0002577745,0.18592483,0.0004310316,1.0
1415000,3.4189384,57.90588235294118,-0.4335377,-0.9588588474647087,-0.9588588474647087,0.11876963,0.24924088,0.00025762565,0.18587522,0.0004307885,1.0
1420000,3.4189382,60.01123595505618,-0.3813781,-0.8272809228242448,-0.8272809228242448,0.06668159,0.24107435,0.00025747408,0.18582469,0.00043054097,1.0
1425000,3.4189382,55.95402298850575,-0.35507917,-0.7757126676753677,-0.7757126676753677,0.06581828,0.23683214,0.00025732664,0.18577553,0.00043030013,1.0
1430000,3.4189382,54.28735632183908,-0.34192336,-0.8118977530605413,-0.8118977530605413,0.07494732,0.23731758,0.00025717216,0.18572403,0.0004300478,1.0
1435000,3.4189382,54.705263157894734,-0.3044768,-0.7615319374116495,-0.7615319374116495,0.062485762,0.24526514,0.00025702268,0.18567422,0.00042980368,1.0
1440000,3.4189382,56.27058823529412,-0.33689195,-0.668186075963773,-0.668186075963773,0.027902156,0.24119301,0.00025687195,0.18562397,0.0004295575,1.0
1445000,3.4189384,56.247058823529414,-0.34350616,-0.7230823845766923,-0.7230823845766923,0.039596032,0.24780518,0.0002567266,0.18557553,0.00042932003,1.0
1450000,3.4189384,57.93103448275862,-0.33967385,-0.6922325756574093,-0.6922325756574093,0.07202543,0.23428726,0.00025657585,0.1855253,0.0004290739,1.0
1455000,3.4189382,56.47674418604651,-0.3060197,-0.729747145297541,-0.729747145297541,0.06204679,0.24486792,0.00025642526,0.18547508,0.00042882792,1.0
1460000,3.4189382,54.235955056179776,-0.35447642,-0.7356741823925731,-0.7356741823925731,0.03790732,0.24266012,0.00025627427,0.18542476,0.00042858123,1.0
1465000,3.4189382,56.348314606741575,-0.35354924,-0.728188914226161,-0.728188914226161,0.067360625,0.2536458,0.0002561248,0.18537496,0.00042833714,1.0
1470000,3.4189382,55.13483146067416,-0.35065377,-0.7132921571937505,-0.7132921571937505,0.050590523,0.24919243,0.0002559776,0.18532586,0.00042809665,1.0
1475000,3.4189382,54.5,-0.34091628,-0.7501000228441423,-0.7501000228441423,0.0721929,0.24854374,0.00025582578,0.18527526,0.00042784875,1.0
1480000,3.4189384,53.30107526881721,-0.5646594,-1.0485591568974078,-1.0485591568974078,0.15495032,0.2391665,0.00025567555,0.18522519,0.0004276034,1.0
1485000,3.4189382,50.142857142857146,-0.46568084,-0.8763256091624498,-0.8763256091624498,0.071379855,0.24441402,0.00025552802,0.18517601,0.00042736236,1.0
1490000,3.4189384,57.770833333333336,-0.45259586,-0.88090528418359,-0.88090528418359,0.1009774,0.24826808,0.00025537488,0.18512495,0.00042711225,1.0
1495000,3.4189382,53.734939759036145,-0.4152901,-0.7305952615459406,-0.7305952615459406,0.036388114,0.24716099,0.0002552237,0.1850746,0.0004268654,1.0
1500000,3.4189382,57.41573033707865,-0.36207625,-0.7509000244239966,-0.7509000244239966,0.048170995,0.24665612,0.00025507752,0.18502583,0.00042662656,1.0
1505000,3.4189384,53.714285714285715,-0.3700633,-0.755413067628346,-0.755413067628346,0.06942381,0.26048678,0.00025492636,0.18497545,0.00042637964,1.0
1510000,3.4189384,53.956989247311824,-0.351139,-0.7261505548952407,-0.7261505548952407,0.066231765,0.24944957,0.00025477645,0.18492548,0.00042613476,1.0
1515000,3.4189384,63.36363636363637,-0.19672425,-0.5720263123267183,-0.5720263123267183,0.07495034,0.23882537,0.000254624,0.18487465,0.0004258858,1.0
1520000,3.4189384,67.97297297297297,-0.41138175,-0.7139199975132943,-0.7139199975132943,0.08541979,0.24162143,0.00025447496,0.18482497,0.00042564236,1.0
1525000,3.418938,65.5,-0.23420368,-0.575513888305674,-0.575513888305674,0.08089424,0.2404056,0.00025432394,0.18477467,0.0004253958,1.0
1530000,3.4189384,65.73333333333333,-0.3257309,-0.7133733350535234,-0.7133733350535234,0.08431386,0.24836078,0.0002541759,0.18472525,0.00042515385,1.0
1535000,3.4189382,66.17808219178082,-0.15616985,-0.47324000539879,-0.47324000539879,0.045137543,0.23522769,0.00025402394,0.18467464,0.00042490577,1.0
1540000,3.4189382,65.65789473684211,-0.1408506,-0.40962337823463724,-0.40962337823463724,0.04393937,0.24369599,0.00025387446,0.1846248,0.0004246616,1.0
